"","name","college","position","id","age","birthDate","draftYear","draftRound","pickInDraftRound","draftPick"
"1781","Chris Daniels","Purdue","WR",NA,44.1,1977-03-30,0,NA,NA,NA
"1782","Thabiti Davis","Wake Forest","WR",NA,46.1,1975-03-24,0,NA,NA,NA
"1783","Chris Coleman","North Carolina State","WR",NA,44,1977-05-08,0,NA,NA,NA
"1784","Larry Foster","LSU","WR",NA,44.5,1976-11-07,0,NA,NA,NA
"1785","Scottie Montgomery",NA,"WR",NA,43,1978-05-26,0,NA,NA,NA
"1786","Bobby Brown",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1787","Chafie Fields",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1788","Curtis Jackson",NA,"WR",NA,47.6,1973-09-22,0,NA,NA,NA
"1789","Darrius Blevins",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1790","Lavell Boyd",NA,"WR",NA,43.7,1977-09-12,0,NA,NA,NA
"1791","Damon Savage",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1792","Bryan Gilmore","Midwestern State","WR",NA,43.3,1978-01-21,0,NA,NA,NA
"1793","Mike Horacek",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1794","Winston October",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1795","Andre Rone",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1796","Cory Nelson",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1797","Mike Lewis","None","WR",NA,49.5,1971-11-14,0,NA,NA,NA
"1798","Drew Bennett","UCLA","WR",NA,42.7,1978-08-26,0,NA,NA,NA
"1799","Kevin Swayne",NA,"WR",NA,46.3,1975-01-17,0,NA,NA,NA
"1800","Marcus Knight","Michigan","WR",NA,42.9,1978-06-19,0,NA,NA,NA
"1801","Anthony Lucas","Richmond","WR",NA,NA,NA,0,NA,NA,NA
"1802","Terance Mathis","Auburn","WR",NA,NA,NA,0,NA,NA,NA
"1803","Ed Mccaffrey",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1804","Keenan Mccardell","Vanderbilt","WR",NA,46.9,1974-06-03,0,NA,NA,NA
"1805","Justin Mccareins","Texas A&M","WR",NA,47.5,1973-11-15,0,NA,NA,NA
"1806","Jeremy Mcdaniel",NA,"WR",NA,47.9,1973-06-08,0,NA,NA,NA
"1807","Darnell Mcdonald","Eastern Michigan","WR",NA,47.4,1973-12-20,0,NA,NA,NA
"1808","O.j. Mcduffie",NA,"WR",NA,45.2,1976-03-12,0,NA,NA,NA
"1809","Wane Mcgarity","North Carolina A&T","WR",NA,47.8,1973-07-15,0,NA,NA,NA
"1810","Reggie Jones","LSU","WR",NA,50,1971-05-05,0,NA,NA,NA
"1811","Mac Cody","Memphis","WR",NA,48.8,1972-08-07,0,NA,NA,NA
"1812","Terrence Wilkins","Virginia","WR",NA,45.8,1975-07-29,0,NA,NA,NA
"1813","Ronnie Powell",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1814","Andre Cooper","Florida State","WR",NA,45.9,1975-06-21,0,NA,NA,NA
"1815","Yo Murphy","Idaho","WR",NA,50,1971-05-11,0,NA,NA,NA
"1816","Lenzie Jackson","Arizona State","WR",NA,43.9,1977-06-17,0,NA,NA,NA
"1817","Damon Dunn","Stanford","WR",NA,45.1,1976-03-15,0,NA,NA,NA
"1818","Dialleo Burks","Eastern Kentucky","WR",NA,46.8,1974-07-07,0,NA,NA,NA
"1819","Jeremy McDaniel","Arizona","WR",NA,45,1976-05-02,0,NA,NA,NA
"1820","Derrius Thompson","Baylor","WR",NA,43.8,1977-07-05,0,NA,NA,NA
"1821","Rob Moore",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1822","Joe Perez","Murray State","WR",NA,44,1977-05-21,0,NA,NA,NA
"1823","Kwame Cavil","Texas","WR",NA,42,1979-05-03,0,NA,NA,NA
"1824","Sean Morey",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1825","Shockmain Davis",NA,"WR",NA,43.7,1977-08-20,0,NA,NA,NA
"1826","Dane Looker","Washington","WR",NA,45,1976-05-05,0,NA,NA,NA
"1827","Reggie Swinton","Murray State","WR",NA,45.8,1975-07-24,0,NA,NA,NA
"1828","Chris Penn","Miami (Fla.)","WR",NA,NA,NA,0,NA,NA,NA
"1829","Arnold Jackson","Louisville","WR",NA,44.1,1977-04-09,0,NA,NA,NA
"1830","Quentin McCord","Kentucky","WR",NA,42.9,1978-06-26,0,NA,NA,NA
"1831","Trevor Insley","Nevada","WR",NA,43.4,1977-12-25,0,NA,NA,NA
"1832","Patrick Batteaux",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1833","Phil McGeoghan",NA,"WR",NA,41.8,1979-07-08,0,NA,NA,NA
"1834","Micah Ross","Jacksonville","WR",NA,45.3,1976-01-13,0,NA,NA,NA
"1835","Ahmad Merritt","Wisconsin","WR",NA,44.3,1977-02-05,0,NA,NA,NA
"1836","Todd Pinkston",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1837","Reggie Torian",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1838","Marc Boerigter","Hastings","WR",NA,43,1978-05-04,0,NA,NA,NA
"1839","Derek Dorris","Texas Tech","WR",NA,42.4,1978-12-01,0,NA,NA,NA
"1840","Anthony Bright",NA,"WR",NA,44.1,1977-03-28,0,NA,NA,NA
"1841","Jermaine Lewis",NA,"WR",NA,41.5,1979-11-01,0,NA,NA,NA
"1842","Nick Davis",NA,"WR",NA,41.6,1979-10-06,0,NA,NA,NA
"1843","Albert Johnson",NA,"WR",NA,43.5,1977-11-11,0,NA,NA,NA
"1844","Eddie Drummond","Penn State","WR",NA,41.1,1980-04-12,0,NA,NA,NA
"1845","Jimmy Redmond","McNeese State","WR",NA,43.7,1977-08-18,0,NA,NA,NA
"1846","Eric Parker","Tennessee","WR",NA,42.1,1979-04-14,0,NA,NA,NA
"1847","Andre Reed","Texas","WR",NA,41.2,1980-03-13,0,NA,NA,NA
"1848","James Jordan","Louisiana Tech","WR",NA,42.9,1978-06-11,0,NA,NA,NA
"1849","Frisman Jackson","Western Illinois","WR",NA,41.9,1979-06-12,0,NA,NA,NA
"1850","Henry Douglas",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1851","Justin Skaggs",NA,"WR",NA,42,1979-04-22,0,NA,NA,NA
"1852","Randy Hymes","Grambling State","WR",NA,41.8,1979-08-07,0,NA,NA,NA
"1853","Dondre Gilliam",NA,"WR",NA,44.2,1977-02-09,0,NA,NA,NA
"1854","Kelly Campbell","Georgia Tech","WR",NA,40.8,1980-07-23,0,NA,NA,NA
"1855","Clarence Coleman",NA,"WR",NA,40.9,1980-06-04,0,NA,NA,NA
"1856","Corey Parchman",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1857","Nathan Poole",NA,"WR",NA,44.3,1977-02-01,0,NA,NA,NA
"1858","Atnaf Harris",NA,"WR",NA,42.2,1979-02-27,0,NA,NA,NA
"1859","J.J. Moses","Iowa State","WR",NA,41.7,1979-09-12,0,NA,NA,NA
"1860","Jerry Rice","Northwestern","WR",NA,43.1,1978-04-13,0,NA,NA,NA
"1861","Charlie Adams","Hofstra","WR",NA,41.5,1979-10-23,0,NA,NA,NA
"1862","Chris Horn","Texas","WR",NA,43.8,1977-07-13,0,NA,NA,NA
"1863","Antonio Brown","West Virginia","WR",NA,43.2,1978-03-03,0,NA,NA,NA
"1864","Lawrence Hamilton","Stephen F. Austin","WR",NA,40.7,1980-08-31,0,NA,NA,NA
"1865","C.J. Jones","Iowa","WR",NA,40.6,1980-09-20,0,NA,NA,NA
"1866","Derick Armstrong","Arkansas-Monticello","WR",NA,42.1,1979-04-02,0,NA,NA,NA
"1867","Frank Sanders","Michigan State","WR",NA,42.9,1978-06-23,0,NA,NA,NA
"1868","Cortez Hankton","Texas Southern","WR",NA,40.3,1981-01-20,0,NA,NA,NA
"1869","Brad Pyatt","Northern Colorado","WR",NA,41.1,1980-04-16,0,NA,NA,NA
"1870","Terrence Edwards",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1871","Antonio Chatman","Cincinnati","WR",NA,42.2,1979-02-12,0,NA,NA,NA
"1872","Kenny Clark",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1873","Derrick Lewis","San Diego State","WR",NA,45.5,1975-10-30,0,NA,NA,NA
"1874","Arland Bruce",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1875","Aaron Moorehead","Illinois","WR",NA,40.5,1980-11-05,0,NA,NA,NA
"1876","Darnay Scott","South Carolina","WR",NA,43.6,1977-09-14,0,NA,NA,NA
"1877","Grant Mattos","USC","WR",NA,40.2,1981-03-12,0,NA,NA,NA
"1878","Antoine Burns",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1879","Dan Stricker",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1880","John Lewis",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1881","Lashaun Ward","California","WR",NA,40.6,1980-09-22,0,NA,NA,NA
"1882","John Stone","Wake Forest","WR",NA,41.8,1979-07-07,0,NA,NA,NA
"1883","Richard Smith","Arkansas","WR",NA,40.8,1980-07-16,0,NA,NA,NA
"1884","Reggie Newhouse","Baylor","WR",NA,40.2,1981-02-16,0,NA,NA,NA
"1885","Richard Alston","East Carolina","WR",NA,40.5,1980-11-20,0,NA,NA,NA
"1886","Ronald Bellamy","Michigan","WR",NA,39.4,1981-12-28,0,NA,NA,NA
"1887","Kendrick Starling","Auburn","WR",NA,41.4,1979-12-27,0,NA,NA,NA
"1888","Jamaal Broussard",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1889","Ben Nelson","St. Cloud State","WR",NA,41.7,1979-08-21,0,NA,NA,NA
"1890","Freddie Smith",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1891","Stevonne Smith","Texas","WR",NA,40.3,1981-01-27,0,NA,NA,NA
"1892","Scott Vines",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1893","Andrae Thurman","Southern Oregon","WR",NA,40.5,1980-10-25,0,NA,NA,NA
"1894","Tom Crowder","Arkansas","WR",NA,40.3,1981-01-21,0,NA,NA,NA
"1895","Matt Cherry","Akron","WR",NA,39.4,1981-12-14,0,NA,NA,NA
"1896","P.J. Fleck","Northern Illinois","WR",NA,40.4,1980-11-29,0,NA,NA,NA
"1897","Justin Jenkins","Mississippi State","WR",NA,40.4,1980-12-10,0,NA,NA,NA
"1898","David Terrell","Duke","WR",NA,41.8,1979-07-25,0,NA,NA,NA
"1899","Otis Amey","Sacramento State","WR",NA,39.4,1981-12-04,0,NA,NA,NA
"1900","Ryan Thelwell","Southern Miss","WR",NA,38.2,1983-02-28,0,NA,NA,NA
"1901","Romby Bryant","Tulsa","WR",NA,41.4,1979-12-21,0,NA,NA,NA
"1902","Todd Devoe","Central Missouri Sta","WR",NA,41.1,1980-04-05,0,NA,NA,NA
"1903","Tramissian Davis","Louisiana Tech","WR",NA,NA,NA,0,NA,NA,NA
"1904","Jamal Jones","North Carolina A&T","WR",NA,40,1981-04-24,0,NA,NA,NA
"1905","Dominique Thompson","William & Mary","WR",NA,38.4,1982-12-28,0,NA,NA,NA
"1906","Brandon Rideau","Kansas","WR",NA,38.6,1982-10-18,0,NA,NA,NA
"1907","Chad Lucas","Alabama State","WR",NA,39.5,1981-11-07,0,NA,NA,NA
"1908","Rich Parson","Maryland","WR",NA,41,1980-05-16,0,NA,NA,NA
"1909","O.J. Small","Florida","WR",NA,38.7,1982-08-18,0,NA,NA,NA
"1910","Carlyle Holiday","Notre Dame","WR",NA,39.6,1981-10-04,0,NA,NA,NA
"1911","Donovan Morgan","Louisiana-Lafayette","WR",NA,38.8,1982-07-29,0,NA,NA,NA
"1912","Efrem Hill","Samford","WR",NA,37.8,1983-07-23,0,NA,NA,NA
"1913","Christopher Jones",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1914","Cedric Bonner","Texas A&M-Commerce","WR",NA,42.4,1978-12-14,0,NA,NA,NA
"1915","Brandon Childress",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1916","Michael Jennings","Florida State","WR",NA,41.7,1979-09-07,0,NA,NA,NA
"1917","Jamaica Rector","Northwest Missouri S","WR",NA,39.7,1981-08-10,0,NA,NA,NA
"1918","Ruvell Martin","Saginaw Valley","WR",NA,38.7,1982-08-10,0,NA,NA,NA
"1919","Vince Butler",NA,"WR",NA,NA,NA,0,NA,NA,NA
"1920","Kevin Youngblood","Clemson","WR",NA,40.5,1980-11-22,0,NA,NA,NA
"1921","John Standeford","Purdue","WR",NA,39.1,1982-04-15,0,NA,NA,NA
"1922","Taye Biddle","Mississippi","WR",NA,38.2,1983-02-27,0,NA,NA,NA
"1923","Kendrick Mosley","Western Michigan","WR",NA,39.8,1981-07-21,0,NA,NA,NA
"1924","Brandon Middleton","Houston","WR",NA,40.3,1981-01-02,0,NA,NA,NA
"1925","Bobby Sippio","Western Kentucky","WR",NA,40.4,1980-12-04,0,NA,NA,NA
"1926","Chris Davis","Wake Forest","WR",NA,37.4,1983-12-01,0,NA,NA,NA
"1927","Chas Gessner","Brown","WR",NA,39.7,1981-08-17,0,NA,NA,NA
"1928","Chris McFoy","USC","WR",NA,37.7,1983-08-14,0,NA,NA,NA
"1929","Michael Gasperson","San Diego","WR",NA,38.9,1982-06-10,0,NA,NA,NA
"1930","Steve Sanders","Bowling Green","WR",NA,38.4,1982-12-23,0,NA,NA,NA
"1931","Ernie Wheelwright","Minnesota","WR",NA,36.8,1984-07-10,0,NA,NA,NA
"1932","Lance Long","Mississippi State","WR",NA,36,1985-05-04,0,NA,NA,NA
"1933","Rod Harper","Murray State","WR",NA,36.1,1985-03-26,0,NA,NA,NA
"1934","Eric Fowler","Grand Valley State","WR",NA,36.6,1984-10-17,0,NA,NA,NA
"1935","Tyler Grisham","Clemson","WR",NA,33.9,1987-06-11,0,NA,NA,NA
"1936","Patrick Williams","Colorado","WR",NA,35.3,1986-01-13,0,NA,NA,NA
"1937","Sam Giguere","Sherbrooke","WR",NA,35.8,1985-07-11,0,NA,NA,NA
"1938","Derrick Alexander",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1939","Brian Alford",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1940","Alex Bannister",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1941","Reggie Barlow",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1942","D'Wayne Bates",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1943","Brett Bech",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1944","Marty Booker",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1945","David Boston",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1946","Fabien Bownes",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1947","Corey Bradford",NA,"WR",NA,NA,NA,NA,NA,NA,NA
"1948","Vincent Brisby",NA,"WR",NA,NA,NA,NA,NA,NA,NA
